Paraszczyj,null
Brzukajc,null
Konsten,null
Stawan,null
Hamacher,null
Niemakowski,null
Sechaman,null
Rak-Ejma,null
Boniuszewicz,null
Kaliton,null
Szewczyczak,null
Hormatkiewicz,null
Romell,null
Dolepski,null
Kupkowski,null
Krenca,null
Wilgot,null
Ludwinowski,null
Kocio�a,null
Kotzner,null
Syp,null
Gidmański,null
Dabor,null
Laus,null
Jendryschik,null
Hamrowicz,null
Trajgut,null
Madzyńska,null
Gumbiowska,null
Kwieryga,null
Prosinowski,null
Mikula,null
Zdarzyk,null
Prauszke,null
Pikun,null
Ignatyszcz,null
Gorbat,null
Koczkowski,null
Stronca,null
Wdowiec,null
Trybuniak,null
Toba,null
Belzerman,null
Ziabapca,null
Ściupido,null
Prescher,null
Grdo,null
Borczewicz,null
Hadowski,null
Babolicka,null
Jarochin,null
Szpryngier,null
Sado,null
Dygas,null
Mollas,null
Saładziaczek,null
Kuenne,null
Gogwin,null
Bieniusia,null
Gabiński,null
Kisza,null
Bładejczy,null
Gulmontowicz,null
Rozpondek,null
Wasak,null
Konoszewicz,null
Horodziej,null
Dróżek,null
Abramant,null
Hrysio,null
Kiszenia,null
Tombakiewicz,null
Mikitnik,null
Truba,null
Kurbel,null
Tybera,null
Zalisz,null
Letczeniak,null
Stamplikowski,null
Krasnościak,null
Jaryszowicz,null
Czera,null
Cherba�ski,null
Miaczkowski,null
Lorenczuk,null
Ju�wiszyn,null
Ogonowicz,null
Motawski,null
Mostowski,null
Woronin,null
Korniejewicz,null
Aty�a,null
Cybulkin,null
Swyszczak,null
Barandowski,null
Ost�powska,null
Wojczechowski,null
U�cim,null
Lisceski,null
Prewentowski,null
Szczewi�ski,null
Selmowicz,null
Seyk,null
�ogutko,null
Herendziak,null
Zniewiarowska,null
Hnatyszek,null
Niescyry,null
Laufenberg,null
Brzoko,null
Berestek vel Kalinowska,null
Mamica,null
Trendota,null
�opatta,null
Radacz,null
Sigburg,null
�odoszy�ska,null
Termeno,null
Misewicz,null
Nierod,null
Dowchij,null
Gielka,null
Ziorkowski,null
Piskorewicz,null
Ho�owniak,null
Michaszczak,null
Stacherzka,null
Chi�niak,null
Niechwiedziewicz,null
Zniszczok,null
Tasi�ski,null
Wereski,null
Drepsa,null
Chodoniecka,null
Cermak,null
Kohlmann,null
Chor�ziak,null
Mar�dzka,null
Taubo,null
Filatiew,null
Wla�lak,null
Montmory,null
Deletowska,null
Pieczak,null
Kupa,null
Josifow,null
Dobian,null
Kowarzan,null
Pycyga,null
Bawalski,null
�wi�czka,null
Bielic,null
Mortek,null
Herbatiuk,null
Galass,null
Malke,null
Fortonka,null
Fedyszak,null
Kierakiewicz,null
Szy�o,null
Kasprzuk,null
Radko,null
Chmay,null
Ryszczyszyn,null
Konczurzewska,null
